"Timestamp","Accelerometer.X","Accelerometer.Y","Accelerometer.Z","DATE_TIME"
"2/8/2020 18:03:58.763",-0.582,0.973,0.281,2020-02-08 18:03:58.763
"2/8/2020 18:03:58.775",-0.641,0.832,0.07,2020-02-08 18:03:58.775
"2/8/2020 18:03:58.788",-0.5,0.711,-0.254,2020-02-08 18:03:58.788
"2/8/2020 18:03:58.800",-0.176,0.641,-0.523,2020-02-08 18:03:58.799
"2/8/2020 18:03:58.813",0.082,0.488,-0.73,2020-02-08 18:03:58.812
"2/8/2020 18:03:58.825",-0.027,0.176,-0.977,2020-02-08 18:03:58.825
"2/8/2020 18:03:58.838",-0.246,-0.117,-1.219,2020-02-08 18:03:58.838
"2/8/2020 18:03:58.850",-0.48,-0.191,-1.449,2020-02-08 18:03:58.849
"2/8/2020 18:03:58.863",-0.449,-0.102,-1.563,2020-02-08 18:03:58.862
"2/8/2020 18:03:58.875",-0.25,0.168,-1.613,2020-02-08 18:03:58.875
"2/8/2020 18:03:58.888",-0.027,0.699,-1.637,2020-02-08 18:03:58.888
"2/8/2020 18:03:58.900",0.016,1.063,-1.656,2020-02-08 18:03:58.900
"2/8/2020 18:03:58.913",0.027,1.211,-1.609,2020-02-08 18:03:58.913
"2/8/2020 18:03:58.925",0.043,1.172,-1.551,2020-02-08 18:03:58.924
"2/8/2020 18:03:58.938",0.156,1.004,-1.516,2020-02-08 18:03:58.937
"2/8/2020 18:03:58.950",0.32,0.941,-1.43,2020-02-08 18:03:58.950
"2/8/2020 18:03:58.963",0.453,1.043,-1.359,2020-02-08 18:03:58.963
"2/8/2020 18:03:58.975",0.629,1.324,-1.34,2020-02-08 18:03:58.974
"2/8/2020 18:03:58.988",0.758,1.703,-1.301,2020-02-08 18:03:58.987
"2/8/2020 18:03:59.000",0.727,1.906,-1.188,2020-02-08 18:03:59.000
"2/8/2020 18:03:59.013",0.633,1.746,-1.066,2020-02-08 18:03:59.013
"2/8/2020 18:03:59.025",0.613,1.398,-0.941,2020-02-08 18:03:59.025
"2/8/2020 18:03:59.038",0.695,1.023,-0.824,2020-02-08 18:03:59.038
"2/8/2020 18:03:59.050",0.852,0.898,-0.738,2020-02-08 18:03:59.049
"2/8/2020 18:03:59.063",1.004,0.961,-0.711,2020-02-08 18:03:59.062
"2/8/2020 18:03:59.075",1.043,1.086,-0.688,2020-02-08 18:03:59.075
"2/8/2020 18:03:59.088",1.059,1.063,-0.609,2020-02-08 18:03:59.088
"2/8/2020 18:03:59.100",1.051,0.828,-0.57,2020-02-08 18:03:59.099
"2/8/2020 18:03:59.113",1.051,0.453,-0.477,2020-02-08 18:03:59.112
"2/8/2020 18:03:59.125",1.113,-0.121,-0.32,2020-02-08 18:03:59.125
"2/8/2020 18:03:59.138",1.301,-0.738,-0.125,2020-02-08 18:03:59.138
"2/8/2020 18:03:59.150",1.512,-1.313,0.063,2020-02-08 18:03:59.150
"2/8/2020 18:03:59.163",1.664,-1.465,0.137,2020-02-08 18:03:59.163
"2/8/2020 18:03:59.175",1.777,-1.484,0.227,2020-02-08 18:03:59.174
"2/8/2020 18:03:59.188",1.773,-1.484,0.324,2020-02-08 18:03:59.187
"2/8/2020 18:03:59.200",1.805,-1.324,0.457,2020-02-08 18:03:59.200
