NAME,CITY,STATE,COUNTY,NAICSDESCR,GEOLINKID,X,Y,SUBTYPE,DENOM,PROT,CATH
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - VALLEY VIEW 5TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32099395,-111.8262042,40.6875627,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - SALT LAKE UNIVERSITY 7TH (STUDENT SINGLE) WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,124038550,-111.8393146,40.7597193,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - HILLSIDE (YOUNG SINGLE ADULT) WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32097289,-111.8417307,40.7291581,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - MOUNT ENSIGN 2ND (SPANISH) WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32093479,-111.924438,40.7858663,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - CANYON RIM 3RD WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32098501,-111.8095957,40.7046878,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - SALT LAKE UNIVERSITY 31ST (STUDENT SINGLE) WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,124038550,-111.8393135,40.7597197,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - FOOTHILL 1ST WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,737167173,-111.8318327,40.7286178,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - MOUNT OLYMPUS 8TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32099821,-111.7851554,40.6803385,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - BUTLER 33RD WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32102061,-111.8391588,40.6210802,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - WILFORD 2ND (YOUNG SINGLE ADULT) WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32119519,-111.8133238,40.7061075,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - EAST MILL CREEK 19TH (YOUNG SINGLE ADULT) WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32119519,-111.8133247,40.7061071,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - ENSIGN 2ND WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32094683,-111.8841516,40.7724891,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - VALLEY VIEW 1ST WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32099395,-111.8262042,40.6875627,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - MOUNTAIN VIEW 3RD WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32097289,-111.8417316,40.7291583,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - WANDAMERE WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32063034,-111.8821554,40.7123085,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - EAST MILL CREEK 6TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32099124,-111.8054312,40.6927391,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - BUTLER 27TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32102061,-111.8391591,40.6210794,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - CENTER 3RD WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32094043,-111.9469695,40.7776921,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - COTTONWOOD 14TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32100779,-111.8321688,40.6566926,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - SALT LAKE UNIVERSITY 29TH (STUDENT SINGLE) WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,124038550,-111.8393141,40.7597165,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - EAST MILL CREEK 16TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32098879,-111.806077,40.6976783,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - NORTHPOINT 1ST WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32093006,-111.9465353,40.8012839,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - CANNON 4TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32062051,-111.925436,40.7414023,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - SALT LAKE UNIVERSITY 18TH (STUDENT SINGLE) WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,124038550,-111.8393142,40.7597188,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - SALT LAKE UNIVERSITY 4TH (STUDENT MARRIED) WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32130668,-111.8382191,40.7513446,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - FAIRMONT WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32097832,-111.8676091,40.7169449,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - NORTHPOINT 2ND WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32093006,-111.9465353,40.8012857,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - WINDER 7TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32100046,-111.8604686,40.6766976,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - FOURTEENTH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,124056241,-111.8952201,40.7743368,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - PARLEYS 6TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,721164506,-111.8313065,40.7195789,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - ENSIGN 8TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32094683,-111.8841516,40.7724891,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - WINDER 8TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32122335,-111.8519437,40.6850874,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - YALECREST 2ND WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32096381,-111.8387947,40.7464187,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - BRIGHTON 5TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,735201440,-111.8193386,40.6120966,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - WINDER 11TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32099327,-111.8639496,40.6882779,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - COTTONWOOD HEIGHTS 7TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32101656,-111.8194243,40.6287681,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - OLYMPUS 8TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,717721194,-111.8157706,40.6758088,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - BRIGHTON 4TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32102439,-111.8238178,40.6135568,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - BUTLER 11TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32102061,-111.8391588,40.6210802,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - SALT LAKE UNIVERSITY 14TH (STUDENT SINGLE) WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,124038550,-111.8393135,40.7597165,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - SALT LAKE UNIVERSITY 41ST (STUDENT SINGLE) WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,124038550,-111.8393154,40.7597194,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - BUTLER 7TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32110202,-111.8519871,40.6208708,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - JEFFERSON WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32062445,-111.8932861,40.7292106,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - KIMBALL WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32062743,-111.8831071,40.720998,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - ROSECREST 1ST WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32098577,-111.823703,40.7033786,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - MADISON (YOUNG SINGLE ADULT) WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32063056,-111.8915836,40.7118137,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - NINTH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32132136,-111.8829169,40.7580663,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - SEVENTEENTH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32093879,-111.8981747,40.7797237,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - TWENTIETH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32094692,-111.8751026,40.7720829,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - WINDER 9TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32100438,-111.8486343,40.6680055,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - TWENTY SEVENTH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32094628,-111.861496,40.7736273,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - BRICKYARD WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32098098,-111.8591423,40.7105884,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - ENSIGN 1ST WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32094683,-111.8841516,40.7724891,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - IMPERIAL 1ST WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32098123,-111.8477087,40.7120672,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - RIDGEDALE WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,101939091,-111.8603863,40.6976983,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - ROSE PARK 7TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32093225,-111.9261623,40.7938825,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - CANNON 6TH (SPANISH) BRANCH,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32062118,-111.9276622,40.7391916,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - RIVERSIDE 1ST WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32093845,-111.9236518,40.7808251,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - PARLEYS 1ST WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,721164506,-111.8313067,40.7195778,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - OLYMPUS 4TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,717721194,-111.8157706,40.6758088,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - ROSE PARK 15TH (SAMOAN) WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32093225,-111.9261621,40.7938827,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - WASATCH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32097136,-111.848594,40.7321788,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - VALLEY VIEW 4TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32098875,-111.8312204,40.6971896,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - EAST MILL CREEK 1ST WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32098868,-111.814628,40.6964956,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - SOUTHGATE WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32063056,-111.8915861,40.7118156,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - GREGSON WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32098591,-111.8648669,40.7026856,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - OLYMPUS 1ST WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32099673,-111.8207123,40.6826549,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - ROSEDALE WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32093845,-111.9236518,40.780827,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - WASATCH 9TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32118954,-111.7921837,40.612912,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - MOUNT OLYMPUS 10TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32119933,-111.7928304,40.6945178,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - ROSECREST 2ND WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32098577,-111.823704,40.7033792,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - MONUMENT PARK 9TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32096954,-111.8214518,40.7357536,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - MONUMENT PARK 11TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32096954,-111.8214523,40.7357519,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - GRANDVIEW 3RD WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32098251,-111.8345926,40.707764,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - IVINS WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32062432,-111.8831145,40.7297845,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - MCKINLEY WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32062445,-111.8932835,40.7292103,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - LIBERTY WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32061847,-111.8787064,40.7450736,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - MONUMENT PARK 19TH (SINGLE ADULT) WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32097623,-111.8115283,40.7230843,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - COTTONWOOD 11TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32101473,-111.8396087,40.6341626,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - ROSE PARK CENTER WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32093383,-111.9430415,40.7883607,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - EMIGRATION 6TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32093340,-111.871545,40.7895025,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - COTTONWOOD 8TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32101375,-111.8242288,40.6366756,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - EAST MILL CREEK 12TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32099124,-111.8054239,40.6927359,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - MOUNT OLYMPUS 4TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32099821,-111.7851559,40.6803371,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - EMIGRATION 2ND (SINGLE ADULT) WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32094702,-111.8690418,40.77118,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - BUTLER 18TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32126231,-111.8422094,40.6299299,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - MILLCREEK 8TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32100257,-111.8752152,40.6723063,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - UNIVERSITY (CARE CENTER) BRANCH,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32119559,-111.8365449,40.771591,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - BRIGHTON 1ST WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32102633,-111.8097618,40.609873,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - COTTONWOOD HEIGHTS 3RD WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32126465,-111.8278275,40.62579,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - TWENTY FIRST NORTH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32094702,-111.8690416,40.7711807,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - COTTONWOOD HEIGHTS 2ND WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32126465,-111.8278262,40.6257889,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - HYLAND LAKE WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32120621,-111.8632527,40.650875,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - WINDER 16TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32099327,-111.8639513,40.6882773,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - COTTONWOOD HEIGHTS 6TH (YOUNG SINGLE ADULT) WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32126465,-111.8278259,40.6257899,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - BUTLER 17TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32102076,-111.7992518,40.6208111,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - WINDER 4TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32099327,-111.8639494,40.6882768,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - THIRTY FIRST WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32096428,-111.8617575,40.7456705,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - NORTH STAR (SPANISH) BRANCH,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32094043,-111.9469698,40.7776923,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - CAPITOL HILL 1ST WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32094019,-111.8906533,40.7785852,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - ELDREDGE WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,124039013,-111.8743071,40.7034875,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - RIVIERA WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,124039013,-111.8743078,40.703488,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - ROSE PARK 8TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32093225,-111.9261621,40.7938827,CHRISTIAN,LDS,Y,N
COTTONWOOD PRESBYTERIAN CHURCH,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32101220,-111.8476772,40.6399162,CHRISTIAN,PCA,Y,N
SAINT ANNS CHURCH,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,737124322,-111.8775037,40.7248477,CHRISTIAN,NOT AVAILABLE,N,Y
SAINT AMBROSE CATHOLIC CHURCH,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32097355,-111.8245358,40.7275417,CHRISTIAN,NOT AVAILABLE,N,Y
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - MONUMENT PARK 16TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32096674,-111.8217652,40.7412448,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - EAST MILL CREEK 4TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32099124,-111.8054282,40.6927364,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - SILVERADO (CARE CENTER) BRANCH,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32122294,-111.8510216,40.6730397,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - MILLCREEK 9TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32118927,-111.8801323,40.6797568,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - IMPERIAL 2ND WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32098123,-111.8477087,40.7120672,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - WILSON WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32062432,-111.8831137,40.7297853,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - WINDER 2ND WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32122335,-111.8519443,40.6850874,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER CAY SAINTS - CANYON RIM 1ST WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32121186,-111.8061591,40.7059362,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINS - CANNON 9TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32062118,-111.9276616,40.7391939,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - ARLINGTON HILLS WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32130992,-111.8504395,40.7757207,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - CANYON RIM 4TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32098501,-111.8095957,40.7046871,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - COTTONWOOD 6TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32100623,-111.8434588,40.6620705,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - COTTONWOOD HEIGHTS 4TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32101656,-111.8194244,40.6287669,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - EAST MILL CREEK 9TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32099274,-111.819085,40.6898392,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - FOOTHILL 2ND WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,737167173,-111.8318371,40.7286172,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - LITTLE COTTONWOOD 14TH WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32128335,-111.8577605,40.6401217,CHRISTIAN,LDS,Y,N
THE CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS - MCKAY WARD,SALT LAKE CITY,UT,SALT LAKE,CHURCHES,32062313,-111.8762691,40.734461,CHRISTIAN,LDS,Y,N
